	Aylor_TCDD_Female_adult	Bartolomei_BPA10mg_Female_adult	Bartolomei_BPA10ug_Female_adult	Biswal_PM2.5_Female_adult	Dolinoy_Pb_Female_adult	Dolinoy_DEHP_Female_adult	Mutlu_PM2.5_Female_adult	Zhibin_As_Female_adult	Walker_TBT_Female_adt	num
Adgrg5	0.741179266	0	0	0	0	0	0	0	-0.923586889	2
Adgrl1	0.759671331	0	0	0	0	0	0	0	-0.619520179	2
Adnp	0	-0.978552713	0	0.975627532	0	0	0	0	0	2
AI504432	0	-1.022603547	0	1.36521076	0	0	0	0	0	2
AI847159	0.704255114	0	0	1.201905182	0	0	0	0	0	2
Aicda	0	0	0	-2.111028082	0	0	0	0	-1.336631721	2
Aif1	0	0	0	0.803191424	0	0	0	1.516230937	0	2
Aifm2	0	1.290123197	1.037574985	0	0	0	0	0	0	2
Akap12	0	-0.958784487	0	-1.134213822	0	0	0	0	0	2
Akap17b	0	0.996293917	0	-1.051926624	0	0	0	0	0	2
Alb	0	0	-3.097926314	-3.63254076	0	0	0	0	0	2
Aldob	0	0	-2.118485443	-1.842732915	0	0	0	0	0	2
Alox5ap	0	0	-0.889173597	0.63720305	0	0	0	0	0	2
Alpk2	0	0.942115483	0.939146863	0	0	0	0	0	0	2
Amd1	0	-0.664404856	0	1.199805866	0	0	0	0	0	2
Amt	0	1.475058507	0.808860186	0	0	0	0	0	0	2
Amz1	0	0.904026917	0	0	0	0	0.82336938	0	0	2
Ank3	0	-1.905467907	0	2.599331392	0	0	0	0	0	2
Ankib1	0	-0.968863787	0	0.614646188	0	0	0	0	0	2
Ap1s2	0	-0.808237039	0	0.604527546	0	0	0	0	0	2
Ap1s3	0	0	0	-0.638926503	0	0	0	0	0.912191254	2
Apbb2	0	-0.976242317	0	1.821210852	0	0	0	0	0	2
Aplf	0	-0.676902128	0	1.132216886	0	0	0	0	0	2
Apob	0	0	-2.223896093	-1.927207234	0	0	0	0	0	2
Apol7e	0	-1.078682836	0	0	0	0	0	0	-0.732153013	2
Arap3	0	-1.010681061	-1.198252337	0	0	0	0	0	0	2
Arfip1	0	-0.771944647	0	1.035988175	0	0	0	0	0	2
Arl3	0	0	-0.767189435	1.246563758	0	0	0	0	0	2
Arl5a	0	-1.01035298	0	0.886624685	0	0	0	0	0	2
Arrb1	0	-0.897124859	0	1.244252615	0	0	0	0	0	2
Arsb	0.618972791	-1.400960182	0	0	0	0	0	0	0	2
Arsg	0	0	0	-0.772024475	0	0	-0.701342245	0	0	2
Asb1	0	-0.995123939	0	2.079017142	0	0	0	0	0	2
Asb2	1.912730564	0	0	0	0	0	0	0	-1.508452699	2
Atat1	0	0.62263288	0	0	0	0	0	-0.704277621	0	2
Atp1b1	0	-1.122910518	0	-0.662707972	0	0	0	0	0	2
Atp2a3	0	-1.00893432	0	0.69075152	0	0	0	0	0	2
Atp2b1	0	0.912815897	0.640069782	0	0	0	0	0	0	2
Atp2c1	0	-1.144983728	0	0.778468533	0	0	0	0	0	2
Atp5e	0	0	-0.64125575	0	0	0	0	0.865847388	0	2
Atp5l	0	0	0	0.639001006	0	0	0	0	0.682417863	2
Atp6v0a2	0	-0.786085268	0	0.916673488	0	0	0	0	0	2
Atp6v1f	0	0	-0.725422126	0.921109804	0	0	0	0	0	2
Atp7a	0	-0.781419928	0	0	-0.641943587	0	0	0	0	2
Atpaf1	0	-0.68184907	0	0.850046494	0	0	0	0	0	2
Atpif1	0	0	-0.907437243	1.427097869	0	0	0	0	0	2
Atrn	0	-1.297091873	-1.04457975	0	0	0	0	0	0	2
Atxn2	0	0	0	0	0	0	0	-0.761427801	0.631079909	2
AU041133	0	-0.822679295	0	-1.149058628	0	0	0	0	0	2
B2m	0	-0.956074712	-0.732605426	0	0	0	0	0	0	2
B3gnt7	0.790888426	0	0	0	0	0	0	0	-0.760693342	2
Baiap3	0.8340955	0	0	0	0	0	0	0	-0.959908478	2
Bank1	0	0.739381649	0	-0.638922537	0	0	0	0	0	2
Batf3	0	2.192090282	0	0.929541265	0	0	0	0	0	2
Baz2b	0	0.601237886	0	0	0	0	0	0	0.613923549	2
Bbs10	0	0.705089396	0	-1.126090961	0	0	0	0	0	2
BC005561	0	0.715609593	0	-0.708698863	0	0	0	0	0	2
BC043934	0	0	0	0	0	0	0	0.645056919	-0.66414976	2
BC048403	0	-0.755489134	0	0	0	0	0	0	-0.836582914	2
Bc1	0	1.514801279	0	1.158057386	0	0	0	0	0	2
Bcam	0	0	0	-1.695683961	0	-2.711114174	0	0	0	2
Bcap31	0	0	-0.655439583	0.700609635	0	0	0	0	0	2
Bend4	0	-1.171405937	0	2.117537583	0	0	0	0	0	2
Bfsp2	-0.731444274	0.857848047	0	0	0	0	0	0	0	2
Bhlhb9	0	-0.715082976	0	-1.222510545	0	0	0	0	0	2
Bicra	0	0	0	0	0	0	0	-0.60015241	0.704149383	2
Bin1	0	0	-0.631579248	1.169630914	0	0	0	0	0	2
Blk	0	0.872925107	0	-0.778252488	0	0	0	0	0	2
Bmpr2	0	-0.917015586	0	0	0	0	0	0	0.879829758	2
Bmx	0	0	-1.067736384	0	0	0	-0.79700348	0	0	2
Bola1	0	1.193829717	0	0	0	0	0	0	-0.672175764	2
Borcs5	0	0	-0.78123244	1.252723519	0	0	0	0	0	2
Brca1	0	-0.664125565	0	0	0	0	0	0	0.61826886	2
Btbd11	0	-1.008823082	0	0	0	0	0	0	-0.997097883	2
Btnl2	0	0	0	-0.967798672	0	0	0	-0.648648218	0	2
C030006K11Rik	0	1.149531128	0.622319503	0	0	0	0	0	0	2
C130013H08Rik	0	0	0	1.130290002	0	0	0	0	1.280955917	2
C5ar2	0	-0.890292897	-1.202737704	0	0	0	0	0	0	2
Card19	0	0	-1.073364519	0.969349458	0	0	0	0	0	2
Carm1	0	-0.644055189	0	0	0	0	0	0	0.748502686	2
Casc4	0	-1.168070454	0	0	-0.663018641	0	0	0	0	2
Casd1	0	-1.017290955	0	0.929133519	0	0	0	0	0	2
Casp6	0	-0.687970214	0	1.034865571	0	0	0	0	0	2
Castor2	0	0.638772498	0	0	0	0	0	0	0.883409962	2
Cavin1	0	0	-1.419159789	2.598763092	0	0	0	0	0	2
Cbarp	0	0.717783582	0	-0.656695183	0	0	0	0	0	2
Cbr2	0	1.848534078	0	0	0	0	0	0	-1.404986756	2
Ccdc15	0	0	0	-0.857963342	0	0	0	0	0.673893382	2
Ccdc17	0	0.697806404	0	0	0	0	-0.778019886	0	0	2
Ccdc180	0	1.033966092	0	0	0	0	0	0	-0.712512946	2
Ccdc28b	0	1.348470618	0.765034595	0	0	0	0	0	0	2
Ccdc71l	0	-0.667846128	0	0	0	0	0	0	0.630709559	2
Ccdc80	0	0	0	-1.752603072	0	0	0	0	-1.295440424	2
Ccdc88a	0	0	0	0.66343609	0	0	0	0	0.673689376	2
Ccdc9b	0	1.434973956	0	-1.450223479	0	0	0	0	0	2
Cchcr1	0.776779674	1.061663207	0	0	0	0	0	0	0	2
Ccl4	0	0	0	0.824826357	0	0	0	0.963798448	0	2
Ccl9	0	1.588195431	0	0	0	0	0	0.910188911	0	2
Ccr2	0	0	0	0	0	0	0	1.213770407	0.703019281	2
Ccr6	0	-0.807694368	0	0	-0.617565009	0	0	0	0	2
Ccr7	0	0	0	-0.595796811	0	0	0	0	-0.767189777	2
Cd163l1	0	0	0	0	0	0	-1.545846346	0	-1.180068753	2
Cd19	0	0.667817206	0	-1.045976331	0	0	0	0	0	2
Cd200r4	0.71344488	-1.183475888	0	0	0	0	0	0	0	2
Cd209a	0	0	0	0.95647268	0	0	1.035879292	0	0	2
Cd28	0	-0.872132389	0	1.234428133	0	0	0	0	0	2
Cd300lf	0	-0.748226321	-1.009860707	0	0	0	0	0	0	2
Cd320	0	1.061419015	0	0	0	0	0	0	-0.967276196	2
Cd36	0	0	0	-0.737561582	0	0	0	0	0.737512153	2
Cd4	0	0	0	0.62524103	0	0	0	0	-0.765793962	2
Cd40lg	0	-1.079903252	0	0	0	0	0	0	-1.33952659	2
Cd46	0	0	0.775177144	-0.722792063	0	0	0	0	0	2
Cd5l	0	0	0	-3.881817841	0	0	0	0	-2.235698752	2
Cd74	0	0.641518295	0	-0.945818783	0	0	0	0	0	2
Cd79a	0	0.785137938	0	-1.203140291	0	0	0	0	0	2
Cd79b	0	0.780677707	0	-1.174163162	0	0	0	0	0	2
Cd96	0	-0.967531105	0	0	0	0	0	0	-0.867995519	2
Cdc73	0	-0.746892437	0	0	0	0	0	0	0.70899237	2
Cdca7l	0	-0.627609314	0	0	0	0	0	0	-0.688397349	2
Cdhr4	0	-1.599725847	0	1.747850077	0	0	0	0	0	2
Cdkn1a	0	1.089870109	0	0.921143289	0	0	0	0	0	2
Cdon	0	-0.937184601	0	0	0	0	0	0	-0.674077305	2
Cds1	0	-0.71231632	0	0.884853699	0	0	0	0	0	2
Ceacam16	0	0	0.813725413	-1.036700549	0	0	0	0	0	2
Celsr1	0	-0.788923388	0	0	0	0	0	0	-0.867526873	2
Celsr2	0	0	0	-0.624217378	0	0	0	-0.816943902	0	2
Cenpw	0	0.839153486	0.965012593	0	0	0	0	0	0	2
Cenpx	0	0.586928217	0	0.586377849	0	0	0	0	0	2
Cep170b	0	-0.707381615	0	-1.857576423	0	0	0	0	0	2
Cep89	0	0.800529064	0	0	0	0	0	-0.613702515	0	2
Ces1c	0	0	0	-1.767673545	0	0	0	0	1.550953597	2
Cetn2	0	0	-0.726085266	1.04295939	0	0	0	0	0	2
Cgnl1	0	1.557108264	0	-1.98201226	0	0	0	0	0	2
Chac1	0	0	-1.016932479	-1.626672537	0	0	0	0	0	2
Chac2	0	-0.857526497	0	1.838271597	0	0	0	0	0	2
Chil1	0	0	-1.574902201	-2.001642133	0	0	0	0	0	2
Chrm3	0	-1.240704143	-1.780796602	0	0	0	0	0	0	2
Churc1	0	1.008531901	0	0	0	0	0	0.732440502	0	2
Ciao2b	0	0.756848863	0	0.73139545	0	0	0	0	0	2
Cib2	0	1.247518202	0	0	0	0	0	0	-0.766874154	2
Cirbp	0	0.697353141	0	0	0	0	0	0.680878772	0	2
Cldnd2	0.808963946	0	0	1.211701172	0	0	0	0	0	2
Clec12a	0	0	0	0	0	0	0	0.93900257	0.639733311	2
Clec2d	0	0.607109125	0	0	0	0	0	0.987226106	0	2
Clec3b	0	0	-1.24934849	2.922012792	0	0	0	0	0	2
Clec4a1	0	0	0	0	0	0	0	0.752759658	0.755313982	2
Clec4a3	0	-0.984070811	0	0	0	0	0	0.708967118	0	2
Clnk	1.050726804	-1.36618482	0	0	0	0	0	0	0	2
Clstn1	0	0	0	0.651352492	0	0	0	-0.771817039	0	2
Clvs1	0	-1.348475001	0	3.055754951	0	0	0	0	0	2
Cma1	0	1.169443972	0	0	0	0	0	0	-1.759641864	2
Cmas	0	0	0	0.907421848	0	0	0	0	0.718825117	2
Cnrip1	0	0.778549862	0	-1.746819142	0	0	0	0	0	2
Cntnap1	0	-1.024339213	0	0.910047587	0	0	0	0	0	2
Col18a1	0	0	0	0	0	0	0	-1.358450373	1.499424182	2
Col27a1	0	0	0	-0.813339558	0	0	0	0	0.629250698	2
Col5a3	-1.280810482	0	0	-1.321046175	0	0	0	0	0	2
Colq	0	0	0	-0.870467237	0	0	-0.708450422	0	0	2
Commd2	0	0.73511214	0	0	0	0	0	0	-0.649496663	2
Comtd1	0	0.849246751	0	0.63047513	0	0	0	0	0	2
Cops9	0	1.025324839	0	0.743115602	0	0	0	0	0	2
Cox14	0	0.696305263	0	0.893515756	0	0	0	0	0	2
Cox16	0	1.427160026	0.76026331	0	0	0	0	0	0	2
Cox7a2	0	0.595507991	0	0	0	0	0	0.616848029	0	2
Cpd	0	-0.978281397	0	0	0	0	-0.590624503	0	0	2
Cpne2	0	-1.160052543	-1.622327855	0	0	0	0	0	0	2
Crb3	0	0.966181928	0	0	0	0	0	0	-1.158352929	2
Creb3l1	0	0	-1.012424433	1.400987202	0	0	0	0	0	2
Crim1	0	-1.089190469	0	0.876319841	0	0	0	0	0	2
Crip1	0	2.135624968	0	0	0	0	0	0	-0.784390105	2
Crispld2	0	0	-2.131525548	0	0	0	0	0	-1.593249132	2
Crtam	0	-0.944403875	0	0.726688298	0	0	0	0	0	2
Ctnnal1	0	-2.04726587	0	1.577089572	0	0	0	0	0	2
Ctss	0	0	0.591227558	-0.632143834	0	0	0	0	0	2
Ctsw	0.762121628	0	0	0	0	0	0	0	-0.990501591	2
Cul7	0	0.691485071	0.753849538	0	0	0	0	0	0	2
Cxcr5	0	0.740832651	0	-0.763290831	0	0	0	0	0	2
Cyp11a1	0	0	0	1.169138369	0	0	0	0	-1.129115985	2
D230017M19Rik	0	-0.889142054	0	1.209473263	0	0	0	0	0	2
Dapk2	0	-0.687006508	0	0.818905464	0	0	0	0	0	2
Dapl1	0	0	0	0	0	0	0	0.772200628	-0.817636691	2
Dcbld1	0	0	0	-1.524486013	0	0	0.754789389	0	0	2
Dcun1d1	0	0	0	0.601290032	0	0	0	0	0.663774314	2
Dcxr	0	0.943930767	0	0	0	0	0	0.608144576	0	2
Ddc	0	-1.51132331	0	1.540529882	0	0	0	0	0	2
Ddit3	0	0	-0.672689105	0.590474813	0	0	0	0	0	2
Dennd4c	0	-1.288699627	0	1.130774335	0	0	0	0	0	2
Deptor	0	0.746926819	0	0	0	0	0	0	1.070651214	2
Derl1	0	0	-0.674382329	1.191072331	0	0	0	0	0	2
Dgke	0	0.977435508	0	-1.031501173	0	0	0	0	0	2
Dhdh	0	0.697565594	0	0	0	0	0	0	0.782668304	2
Diras2	0	0.912072303	0	0	0	0	0	-0.964548447	0	2
Dkkl1	0	1.130374167	0	0	0	0	0	0	-1.676455226	2
Dlgap4	0	0	-0.871649561	0.863639933	0	0	0	0	0	2
Dmpk	0	1.536917817	0	-1.295906833	0	0	0	0	0	2
Dmxl2	0	-0.865300895	0	-0.788188283	0	0	0	0	0	2
Dnajb4	0	-0.740583346	0	1.715734774	0	0	0	0	0	2
Dnase1l3	0	0.988314199	0	-1.11480733	0	0	0	0	0	2
Dntt	0	0	0	-1.380289291	0	0	0	0	-2.518143357	2
Doc2g	0	1.465767547	0	0	0	0	0	0	-0.848201857	2
Dok3	0	0.895459466	0	-0.761705301	0	0	0	0	0	2
Dolk	0	0.658984947	0.672767909	0	0	0	0	0	0	2
Dop1b	0	-0.593737442	0	0	0	0	0	0	0.832768866	2
Dph1	0	0	0	-1.292063357	0	0	0	0	-0.647166545	2
Dph7	0	0	0	-0.705168985	0	0	0	0	-0.628969295	2
Dpp7	0	0.79459692	0	0	0	0	0	0	-0.625740054	2
Dpy30	0	0.76360847	0	0	0	0	0	0	-0.653619666	2
Dr1	0	-0.729402662	0	0	0	0	0	0	0.598548571	2
Dusp18	0	0	0	1.035336197	0	0	0	-0.789844564	0	2
Dusp2	0	0	0	-0.611060871	0	0	0	0	-0.647672965	2
Dxo	0	0.729052902	0	0	0	0	0	0	-0.727967395	2
Dym	0	0	-0.654547268	1.061001082	0	0	0	0	0	2
Dynll2	0	0	0	1.322791803	0	0	0	0.651785616	0	2
Dynlt1c	0	-0.592761226	0	0.734204827	0	0	0	0	0	2
E130102H24Rik	0	0	0.616756015	-0.595939123	0	0	0	0	0	2
E130215H24Rik	0	0.788667362	0.600353103	0	0	0	0	0	0	2
Ebf1	0	0	0	-0.695958815	0	0	0	0	0.66140166	2
Ect2	0	-1.370949564	0	-0.990384256	0	0	0	0	0	2
Edem1	0	-0.668793298	0	0.865539467	0	0	0	0	0	2
Eef1akmt1	0	0.607234217	0	0	0	0	0	0	-0.693316836	2
Eef1akmt4	0	0.759000065	0	0	0	0	0	0	-0.820513908	2
Efnb2	0	1.146500471	0	-2.645907563	0	0	0	0	0	2
Egln3	0	0	0	1.0238863	0	0	0	0	-0.642087135	2
Ehd3	0	-0.693933366	0	0.782400193	0	0	0	0	0	2
Eif4ebp1	0	0	-1.110584733	1.107482711	0	0	0	0	0	2
Eif5b	0	0.801199658	0	0	0	0	0	0	0.615300242	2
Ell3	0	0	0	-1.228969591	0	0	0	0	0.887495002	2
Emid1	0	-0.637466668	0	-0.724607034	0	0	0	0	0	2
Emilin1	0	0	0	0.636242536	0	0	0	-0.771116229	0	2
Emilin2	0	0.947984355	0	-0.6231927	0	0	0	0	0	2
Enc1	0	-0.9820333	0	0	0	0	0	0	-0.733920989	2
Enpp4	0.789305756	-0.901262963	0	0	0	0	0	0	0	2
Enpp5	0.900736957	0	0	0.946727423	0	0	0	0	0	2
Epn2	0	0.763909506	0	-1.897670415	0	0	0	0	0	2
Erlec1	0	-0.782186298	0	0.95400813	0	0	0	0	0	2
Etohd2	0	-0.886584241	0	1.039951221	0	0	0	0	0	2
Evi5	0	1.481421063	0	-0.929388626	0	0	0	0	0	2
Exoc6	0	-1.058473058	0	0.652119645	0	0	0	0	0	2
F10	0	0.908110105	0	0.665799465	0	0	0	0	0	2
F2rl3	0	-1.793244153	0	1.640433335	0	0	0	0	0	2
F5	0	-1.196109165	0	1.69281964	0	0	0	0	0	2
Faap20	0	0	-0.587801496	0.898206026	0	0	0	0	0	2
Fahd2a	0	1.087458772	0.731260389	0	0	0	0	0	0	2
Fam129b	0	1.009824603	0.848712508	0	0	0	0	0	0	2
Fam131b	0	-1.751826969	0	2.268947459	0	0	0	0	0	2
Fam19a3	1.036917893	0	0	0	0	0	0	0	-1.231729446	2
Fam222b	0	0	0	0.801789525	0	0	0	0	0.625946491	2
Fam227a	0	0	-0.90267683	0.837760503	0	0	0	0	0	2
Fam92a	0	0	0	-0.633739608	0	0	0	0	-0.645878235	2
Farp1	0	-1.083383112	0	0	0	0	0	0	-1.06188982	2
Fasl	0.931441493	-1.316218156	0	0	0	0	0	0	0	2
Fat3	0	-1.322350275	0	2.908453918	0	0	0	0	0	2
Fau	0	0.825919502	0	0	0	0	0	0.688793817	0	2
Fbxo30	0	-0.870240233	0	0	0	0	0	0	0.849579469	2
Fbxw11	0	-0.630252742	0	0.744847192	0	0	0	0	0	2
Fbxw9	0	0.933624258	0	0	0	0	0	0	-0.586960089	2
Fcer1a	0	0	0	2.445057469	0	0	0	0	-2.478065785	2
Fcgr4	0	-0.796922603	0	0	0	0	0	0.732172632	0	2
Fcna	0	0	0	-4.45961702	0	0	0	0	-2.096719409	2
Fdxacb1	0	0.688267553	0.696336027	0	0	0	0	0	0	2
Fgb	0	0	-1.533008728	-1.669198339	0	0	0	0	0	2
Fgd2	0	1.364270061	0.640908832	0	0	0	0	0	0	2
Fgf13	0	-0.961557408	0	-0.7511758	0	0	0	0	0	2
Fgfr1	0	1.681264521	0	-2.231251063	0	0	0	0	0	2
Fgfr1op2	0	-0.673908142	0	0.972573613	0	0	0	0	0	2
Fhl3	0	0	-0.808314742	1.222482048	0	0	0	0	0	2
Fkbp11	0	1.58152855	0.770074688	0	0	0	0	0	0	2
Fkbp1a	0	0	-0.671838656	1.194771482	0	0	0	0	0	2
Flnb	0	0.999909617	0	-1.527844104	0	0	0	0	0	2
Fnbp1l	0	0	0	1.318010219	0	0	0	0	0.952187398	2
Foxd2	0	0	0	0	0	0	0	0.81640685	-0.991093294	2
Frmd5	0	-1.565836153	0	1.071125816	0	0	0	0	0	2
Frs2	0	-0.619518604	0	0	0	0	0	0	0.717197434	2
Fscn1	1.820802967	0	0	1.195174739	0	0	0	0	0	2
Fstl3	0	0.893309461	1.165162807	0	0	0	0	0	0	2
Ftl1-ps1	0	0	-0.931724476	1.639531384	0	0	0	0	0	2
Fyb	0	-0.791768552	-0.69842088	0	0	0	0	0	0	2
Fyn	0	-0.98555867	0	0.769386065	0	0	0	0	0	2
Fzd1	0	1.640688389	0	-2.121562248	0	0	0	0	0	2
Fzd5	0	-1.023934344	0	-0.822143526	0	0	0	0	0	2
Gad1-ps	0	-1.72673331	-1.070923762	0	0	0	0	0	0	2
Gadd45b	0	0	-0.639229222	0	0	0	0	0	-0.663806499	2
Gale	0	0.922691722	0	0	0	0	-0.655930237	0	0	2
Galnt2	0	-1.440237173	0	2.22348695	0	0	0	0	0	2
Garnl3	0	2.205111862	0	-4.157104888	0	0	0	0	0	2
Gatb	0	0.724592333	0.601544163	0	0	0	0	0	0	2
Gbp2b	0	0	0	-3.59372649	0	0	0	0	-2.553761358	2
Gbp4	0	-0.715951946	0	-0.637227597	0	0	0	0	0	2
Gbp5	0	-0.59640563	0	-0.765645261	0	0	0	0	0	2
Gbp8	0.941055045	-0.688822723	0	0	0	0	0	0	0	2
Gbp9	0	-0.75448401	0	-0.608789941	0	0	0	0	0	2
Gclc	0	-0.857343154	0	0.684756072	0	0	0	0	0	2
Gcnt1	0	-1.248599155	-0.878135947	0	0	0	0	0	0	2
Gcnt2	0	-1.517605888	-1.119500079	0	0	0	0	0	0	2
Gfod1	0	-0.77925254	0	0.753188464	0	0	0	0	0	2
Ggt5	0	-0.768324995	-1.155804665	0	0	0	0	0	0	2
Gh	0	0	0	-2.140137626	0	0	0	0	-1.117008955	2
Gipc1	0	0	-0.800057963	0.849012301	0	0	0	0	0	2
Glcci1	0	-0.808557675	0	-0.909037926	0	0	0	0	0	2
Gm10036	0	0	0	0	1.640437752	1.130133933	0	0	0	2
Gm10073	0	1.01372999	0	0	1.321191003	0	0	0	0	2
Gm10221	0	0.838457259	0	1.210526735	0	0	0	0	0	2
Gm10244	0	0	-0.973231995	2.035276614	0	0	0	0	0	2
Gm10288	0	0.804080574	0	0	0.751253393	0	0	0	0	2
Gm10521	0	-1.09302901	0	0	0	0	0	0	1.046468471	2
Gm11342	0	-0.936799105	0	0	0	0	0	0	0.90404126	2
Gm11613	0	0.851310421	0.765769822	0	0	0	0	0	0	2
Gm11690	0	0	0	-1.517783197	0	0	0	-1.022368861	0	2
Gm11707	0	0	0	0.869750207	0	0	0	0.927976546	0	2
Gm11808	0	0	0	1.207330682	0	0	0	0.719126926	0	2
Gm11942	0	0.939654016	0	0	0	0	0	0	-1.042971607	2
Gm12166	0	0	0	1.346560808	0	0	0	0	-0.863162675	2
Gm12174	0	0	0	0.70960684	0	0	0	0.801769267	0	2
Gm12319	0	0	0	1.879588445	0	0	0	1.374141662	0	2
Gm12542	0	0	0	3.428772332	0	0	0	0	-1.216299391	2
Gm12999	0	0	0	2.448041981	0	0	0	0	0.827947591	2
Gm13341	0	0	-1.253000368	1.625436599	0	0	0	0	0	2
Gm13394	0	0	0	0.893753835	0	0	0	0	-1.853052023	2
Gm13680	0	0	0	0.599660162	0	0	0	0	-0.84721529	2
Gm13822	0	0	0	-1.298170428	0	0	0	0	-1.161251465	2
Gm14029	0	-1.338313432	0	1.367369004	0	0	0	0	0	2
Gm14325	0	-0.706727499	0	0.627496016	0	0	0	0	0	2
Gm14548	0	-0.743336381	0	0	0	0	-0.605636471	0	0	2
Gm14586	0	1.105987032	0	0	0	0	0	0	-1.627636725	2
Gm15228	0	1.365662811	0	-1.832339122	0	0	0	0	0	2
Gm15232	0	1.102360206	0	0.747746707	0	0	0	0	0	2
Gm15326	-0.659423373	0	0	-0.612237914	0	0	0	0	0	2
Gm15411	0	1.221274655	0	0	0	0	0	0	0.784574321	2
Gm15417	0	1.119425976	0	0.730750347	0	0	0	0	0	2
Gm15459	0	0	0	0	0	0	0	-1.140303317	-0.990930137	2
Gm15500	0	0.690192143	0	0.608604348	0	0	0	0	0	2
Gm15564	0	0	0	1.967151362	0	-1.382067809	0	0	0	2
Gm15675	0	0	0	-0.793124486	0	0	0	0	0.648515053	2
Gm15706	0	0	0	0.868066878	0	0	0	0	0.782337221	2
Gm15879	0	0.695154673	0	-0.971729047	0	0	0	0	0	2
Gm15931	0	-1.645415978	0	-0.765883923	0	0	0	0	0	2
Gm15987	0	0.950291804	0	0	0	0	0	0	0.980685276	2
Gm16556	0	0	-0.938174053	0	0	0	0	0	-1.039293493	2
Gm16845	-0.666819781	0	0.796515158	0	0	0	0	0	0	2
Gm17147	0	-2.597133696	0	1.730939407	0	0	0	0	0	2
Gm17275	0	0	0	1.545544064	0	0	0	1.759809095	0	2
Gm17586	0	0	-0.960833834	1.300904342	0	0	0	0	0	2
Gm17709	0	-1.176540072	0	2.237067565	0	0	0	0	0	2
Gm20186	0	0	0.948383501	0	-1.06873422	0	0	0	0	2
Gm20605	0	0.754394085	0.833024063	0	0	0	0	0	0	2
Gm21781	0	0	0	-0.60011224	0	0	0	0	0.671151453	2
Gm22009	0	2.202453296	0	1.48754017	0	0	0	0	0	2
Gm24245	0	0	0	1.933000269	0	0	0	0	-2.228012149	2
Gm25732	-0.771758713	0	0	0	0	0	0	0	-2.453534554	2
Gm26541	0	0	0	2.579906724	0	0	0	0	-1.097736984	2
Gm28557	0	0.930621594	0	-1.324051657	0	0	0	0	0	2
Gm28809	0	0	-0.923510705	1.814296808	0	0	0	0	0	2
Gm29216	0	0	0	2.191187547	0	0	0	0	0.787996328	2
Gm32031	0	0	-0.892178963	1.936491974	0	0	0	0	0	2
Gm33104	0	0	0	0.841469159	0	0	0	0	-1.049981766	2
Gm33111	0	0	-1.347830515	2.459331113	0	0	0	0	0	2
Gm33707	0	-2.34544909	0	2.491657666	0	0	0	0	0	2
Gm34084	0	0	-1.200086044	0	0	0	0	0.722914575	0	2
Gm34220	0	0.961620076	0	0	0	0	0	0	0.91390878	2
Gm35035	0	0	0	-0.97707684	0	0	0	0	-0.672301174	2
Gm35154	0	-1.274350985	0	0	0	0	0	0	1.523849638	2
Gm3608	0	-0.906197488	0	0.757390694	0	0	0	0	0	2
Gm3699	0	1.190151072	0	0	0	0	0	0	-0.620046281	2
Gm37145	0	1.566435868	1.216439922	0	0	0	0	0	0	2
Gm37387	0.64774068	-0.742411713	0	0	0	0	0	0	0	2
Gm37780	0	-1.511516082	0	1.137198468	0	0	0	0	0	2
Gm38329	0	0	0	1.907891687	0	0	0	0	0.991005645	2
Gm39323	0	-1.393505463	0	0.904863822	0	0	0	0	0	2
Gm42549	0	0	0	-1.338601141	0	0	0	0	0.725875306	2
Gm42664	0	-1.883173534	0	0.971991111	0	0	0	0	0	2
Gm42940	0	0	1.050491422	-1.085665548	0	0	0	0	0	2
Gm43681	0	-1.053308461	0	-0.861198531	0	0	0	0	0	2
Gm43912	0	0.759440927	0	0	0	0	0	0	0.870537741	2
Gm44164	0	0	0	-1.099009798	0	0	0	0	0.863634109	2
Gm44698	0	-2.00192621	0	2.802044837	0	0	0	0	0	2
Gm44710	0	-1.701585812	0	2.00142747	0	0	0	0	0	2
Gm44729	0	-1.897735059	0	2.584345615	0	0	0	0	0	2
Gm44891	0	0	0	-0.796946053	0	0	0	0	0.775553159	2
Gm45133	0	0	0	1.050066474	0	0	0	0	-0.675074898	2
Gm45221	0	-1.442786694	0	0	-1.442018979	0	0	0	0	2
Gm45640	0	0	0	1.663506173	0	0	0	0	0.947627913	2
Gm4610	-0.694898211	0.815767481	0	0	0	0	0	0	0	2
Gm4617	0	0	0	0.830595836	0	0	0	0.82956031	0	2
Gm47232	0	0.65886162	0	0	0	0	0	-0.921332606	0	2
Gm47469	0	0	0	-0.782769684	-0.990962422	0	0	0	0	2
Gm49172	0	0.605064903	0	0	0	0	0	0	-0.949780901	2
Gm49553	0	-1.077262732	0	1.535518021	0	0	0	0	0	2
Gm4956	1.037809857	-1.113400772	0	0	0	0	0	0	0	2
Gm5150	0	-1.020263667	-1.261563295	0	0	0	0	0	0	2
Gm5281	0	1.304944565	0	-1.218080008	0	0	0	0	0	2
Gm5421	0	0	0	-1.358365297	0	0	0	0	-1.199245587	2
Gm5864	0	-0.981232521	0	2.12659211	0	0	0	0	0	2
Gm5905	0	0.845250323	0	0	0	0	0	0	-0.732465496	2
Gm5914	0	1.146451559	0	0	0	0	0	0	0.604257852	2
Gm6030	0	0.901979845	0	-0.832678866	0	0	0	0	0	2
