	Aylor_TCDD_Male_adult	Bartolomei_BPA10mg_Male_adult	Bartolomei_BPA10ug_Male_adult	Biswal_PM2.5_Male_adult	Dolinoy_Pb_Male_adult	Dolinoy_DEHP_Male_adult	Mutlu_PM2.5_Male_adult	Zhibin_As_Male_adult	Walker_TBT_Male_adt	num
Gm10052	0	0	0	1.176817235	0	0	0.80234171	0	0	2
Gm10073	0	0.824252029	0	0	0	0	0	-0.592051043	0	2
Gm10076	0	0	0	-0.623654776	0	0	0	-0.998697578	0	2
Gm10095	0	0	0	0	-0.891746806	0	0.611279416	0	0	2
Gm10353	0	0	0	1.050955378	0	0	0	0.852473721	0	2
Gm10371	0	0	0	-1.649522475	0	0	-1.025258461	0	0	2
Gm10419	0	0	0	-0.74668765	0	0	0	0	-0.817020265	2
Gm10548	0	0	0	0.729299169	0	0	0	0	1.247974034	2
Gm10561	0	0	0	-1.504292147	0	0	1.17337646	0	0	2
Gm10603	0	0	0	-1.719776202	0	0	-1.283774578	0	0	2
Gm10925	0	0	1.010933458	-0.947139082	0	0	0	0	0	2
Gm11175	0	0	0	1.695491261	0	0	0	-0.815092219	0	2
Gm12020	0	0	0	-0.757929969	0	0	0	0	-1.452006205	2
Gm12174	0	0.789542768	0.631303142	0	0	0	0	0	0	2
Gm12254	0	1.80443736	1.119553987	0	0	0	0	0	0	2
Gm12359	0	0	0	0	0	0	0.798058715	-0.935048841	0	2
Gm12918	0	0	0	0	0	0	1.414775453	-1.177994161	0	2
Gm12966	0	0	0	0.925962924	0	0	0	0	-1.078436242	2
Gm13050	0	0	0	0	-0.908003981	-0.848745717	0	0	0	2
Gm13206	0	0	0	-1.129026647	0	0	0	0	-1.712492054	2
Gm13394	0	0	0	0	0	0	-0.763005446	0	-0.74916623	2
Gm13431	0	0	0	-0.874160813	0	0	0	0	-0.988201492	2
Gm13436	0	0	0	-0.810135549	0	0	0.755551377	0	0	2
Gm13456	0	0	0.675427598	0	-0.701337673	0	0	0	0	2
Gm13577	0	0	0	0	0.971896358	0	0	-1.503307919	0	2
Gm13842	0	0	0	-0.924311907	0	0	0	0	-0.935263388	2
Gm14005	0	0	0	-0.600917621	0	0	0	0	-0.889908613	2
Gm14326	0	0	0	0.771255197	-0.722233473	0	0	0	0	2
Gm14548	0	0	0	1.001058201	-0.945411565	0	0	0	0	2
Gm14597	0	0	0	1.744768192	0	0	0	0	-1.134250856	2
Gm15050	0	0	0	-1.20757339	0	0	0	0	-0.888101303	2
Gm15427	0	0.603243032	0	0	0	0	0.649833381	0	0	2
Gm15441	0	0	0	0.670358373	0	0	0	-0.643132649	0	2
Gm15448	0	0	0	0.752520698	0	0	0	0.889354968	0	2
Gm15501	0	0	0	0	0	0	0.642349792	-0.798903648	0	2
Gm15674	0	0	0	1.931386879	0	0	0	0	-1.02010778	2
Gm15675	0	0	0	0	0	0	0.663805784	0	1.081535137	2
Gm15710	0	1.750527237	0	0	0	0	0	0	1.091490628	2
Gm15880	0	0	0	1.285052666	0	0	0.862125952	0	0	2
Gm15912	0	-1.330052425	0	-1.531570946	0	0	0	0	0	2
Gm16124	0	0	0	-0.782458529	0	0	0	-0.587188072	0	2
Gm16170	0	0	0	2.271602152	0	0	0	0	-0.88254051	2
Gm16341	0	0	0	1.398954977	0	0	0	0.998947203	0	2
Gm16378	0	0	0	-1.798402465	0	0	0	-0.913051321	0	2
Gm16576	0	0	0	0.790290106	0	0	0	0	0.713766148	2
Gm16793	0	0	0	-1.6701665	0	0	-1.041024555	0	0	2
Gm16845	0.737210409	1.440841141	0	0	0	0	0	0	0	2
Gm16867	0	0	0	-1.710247071	0	0	-1.469096516	0	0	2
Gm17586	0	0	0	-0.763902002	0	0	0	0	-0.68891525	2
Gm19412	0	0	0.962546976	-0.744027427	0	0	0	0	0	2
Gm1968	0	0	0	-0.769508151	0	0	0	0	-0.717057539	2
Gm19951	0	0	-0.74955704	0	0	0	0.737744493	0	0	2
Gm20139	0	0	0	-0.883750678	0	0	0	0	-0.988574817	2
Gm20342	0	0	0	0	0	0	0.652356017	0	0.810273204	2
Gm20492	0	0	0	-1.032505442	0	0	0	-1.238304831	0	2
Gm20506	0	0	0	0	0	0	0.945023819	0	0.595293483	2
Gm20707	0	0	0	0	0	0	0	-0.632465849	0.725649314	2
Gm20939	0	0	0	1.436354619	0	0	0	0	1.018433514	2
Gm21188	0	0.873124887	0	1.055120627	0	0	0	0	0	2
Gm22953	0	0	0	2.07449829	0	0	0	-1.306249273	0	2
Gm25732	0	0	-1.05624362	0	0	0	0	0	-4.6918699	2
Gm26532	0	0	0	-0.983449455	0	0	0	0	-0.771826728	2
Gm26569	0	0	0	-1.048017756	0	0	0	0	-0.671618348	2
Gm26728	0	0	0	2.131266658	0	0	0	0	-1.440074444	2
Gm26917	0	0	0	-1.745456003	0	-0.985758021	0	0	0	2
Gm27007	0	0	0	0	0	0	0	-0.990544867	-0.689659614	2
Gm28417	0	0	0	-0.708325215	0	0	0	0	-0.650616033	2
Gm28609	0	0	0	-0.860971083	0	0	0	0	-0.750062834	2
Gm28661	0	1.242814891	0	-1.32542258	0	0	0	0	0	2
Gm28809	0	0	0	-0.968843224	0	0	0	0	-0.854739463	2
Gm30411	0	0	0	-0.852705801	0	0	0	0	-1.018826097	2
Gm30551	0	0	0	-0.951932691	0	0	0	0	-1.032851168	2
Gm32031	0	-0.691665921	0	-0.953482897	0	0	0	0	0	2
Gm3227	0	0	-1.044488811	-1.049956465	0	0	0	0	0	2
Gm32856	0	0	0	1.075442911	0	0	0	0	0.903876853	2
Gm33056	0	0	0.917504486	0	0	0	0	0	-0.998731281	2
Gm33111	0	0	0	-0.836620324	0	0	-0.61979141	0	0	2
Gm33370	0	0	0	-1.091365766	0	0	-1.283844555	0	0	2
Gm33858	0	0	0	0	0	0	0.904323618	1.162153979	0	2
Gm34215	0	0	0	0	0	-0.797512039	1.000192828	0	0	2
Gm34589	0	0	0	1.89133182	0.960919722	0	0	0	0	2
Gm34590	0	0	0	-1.186389108	-0.985997199	0	0	0	0	2
Gm35041	0	-1.117752111	0	-0.81674639	0	0	0	0	0	2
Gm3511	0	0	1.660012438	1.323442253	0	0	0	0	0	2
Gm35339	0	-0.610820286	-0.660899452	0	0	0	0	0	0	2
Gm35853	0	0	0	0.727536589	0	0	0	0	-0.664963958	2
Gm3608	0	0	0	0.90044796	0	0	0	0	-1.161824095	2
Gm36161	0	1.203615356	0	1.078133463	0	0	0	0	0	2
Gm36266	0	0	0	0	0.609371643	0	0	0.806848028	0	2
Gm36328	0	0	0	-0.965701441	0	0	0	0	-0.800128288	2
Gm37206	0	0	0	1.470771002	0	0	0	0	0.94289761	2
Gm3724	0	0	0	-1.152871403	0	0	0	-0.877818606	0	2
Gm37593	0	0	0	1.821085705	0	0	0	0	0.991989266	2
Gm38171	0	0	0	1.574328115	0	1.550514693	0	0	0	2
Gm38190	0	0	0	1.823465364	0	0	0	0	1.395524333	2
Gm38253	0	0	0	1.594638394	0	0	0	0.987155624	0	2
Gm38414	0	0	0	-1.000313988	0	0	0	0	-0.885652206	2
Gm4129	0	0	0	-1.92599868	0	0	0	-1.083397006	0	2
Gm4149	0	0	0	0	0	-0.630496141	0	-1.03606514	0	2
Gm42031	0	0	0	0	-1.074756499	0	0	0	-0.971451707	2
Gm42141	0	0	0	0	0	0	0.793411709	0.81296486	0	2
Gm42418	0	0	0	0	0	0	0	1.354237798	-3.811177656	2
Gm42595	0	0	0	0	0	0	0	-0.812399937	1.117924382	2
Gm43328	0	0	0	0	-0.942884547	0	0	0	0.722157781	2
Gm43457	0	0	0	1.217592662	-1.442810547	0	0	0	0	2
Gm43661	0	-0.782566003	0	-0.982657323	0	0	0	0	0	2
Gm43672	0	-0.756867139	0	-0.895990418	0	0	0	0	0	2
Gm43980	0	0	0	1.131998527	0	0	0	0	-0.922148398	2
Gm44292	0	0	0	1.815516634	1.014920674	0	0	0	0	2
Gm4430	0	0.633382192	0	0	0	0	0	-0.910751389	0	2
Gm44698	0	-1.084251444	0	-0.975003943	0	0	0	0	0	2
Gm45051	0	-1.366218391	0	0	0	0	0	0	0.787041141	2
Gm45250	0	0	0	0.812000134	0	0	0	0.67024218	0	2
Gm46515	0	-1.156223275	0	-1.009448866	0	0	0	0	0	2
Gm4673	0	0	0	0.768375937	0	0	0	0.864429041	0	2
Gm47260	0	0	0	1.290836207	0	0	0	0.615129447	0	2
Gm47469	0	0	0	0.676439422	0	0	0	0	0.962529259	2
Gm4759	0	0	0	1.288346446	0	0	0	1.252852329	0	2
Gm47694	0	0	0	0	0	0	0	0.685089597	0.808253543	2
Gm48905	0	0	0	-1.046787325	0	0	0	0	-0.681707985	2
Gm49041	0	0	0	0.619395544	0	-0.686695416	0	0	0	2
Gm49172	0	0	0	1.876981609	0	0	0	0	-1.020434501	2
Gm49284	0	0	0	0.77899455	0	0	0	0	0.969941629	2
Gm49392	0	0	0	-1.160243357	0	0	0	0	-1.457079679	2
Gm5069	0	0	0	-1.32200253	0	0	0	0	-1.496123398	2
Gm5148	0	0	0	-0.909721565	0	0	0	0	-1.513730914	2
Gm5431	0	0	0	1.02907824	0	0	0	0	-0.662669125	2
Gm5511	0	0	0	1.343153153	0	0	1.023467016	0	0	2
Gm5547	0	0.931602988	0	-0.827127293	0	0	0	0	0	2
Gm5617	0	0.671977238	0	0	0	0	0	-1.034157687	0	2
Gm6136	0	1.297079449	0.821851898	0	0	0	0	0	0	2
Gm6377	0	0	0	0.923536701	0	0	0	-0.93409483	0	2
Gm6472	0	0	0	0	0	0	0	-0.955733383	0.733744858	2
Gm6545	0	0	0	1.196908914	0	0	0	0	0.967928073	2
Gm6704	0	0	0	-0.758408937	0	0	0	0	-1.009358098	2
Gm6863	0	0.980392374	1.03333614	0	0	0	0	0	0	2
Gm7160	0	-0.700803908	0	-0.732637292	0	0	0	0	0	2
Gm7808	0	0	0	0	0	0	0	-0.862466639	0.880832653	2
Gm8210	0	0	0	0	0	0	0	-0.932829468	-0.836721738	2
Gm8369	0	0	0	0	0	0	0.595629739	0	0.767548114	2
Gm8451	0	0	0	0	0	0	0.933554716	-1.228293641	0	2
Gm867	0	0	0	-1.73736768	0	0	-1.202444725	0	0	2
Gm8797	0	0	0	0	-1.34051258	0	0	-0.940687556	0	2
Gm8894	0	0	0.867358647	0	-0.800401911	0	0	0	0	2
Gm9320	0	0	0	0	0	0	0.786427327	0	0.640333963	2
Gm9522	0	0	0	-1.679596142	0	0	-1.930227552	0	0	2
Gmfg-ps	0	1.207073558	0	0.694488491	0	0	0	0	0	2
Gmpr	0	0	0	-1.169422269	0	0	0	0	-1.151671614	2
Gnb1l	0	0	0	-0.640175084	0	0	0	0.620334758	0	2
Gnb5	0	0	0	-0.771605915	0	0	0	0	-0.883293102	2
Golgb1	0	0	0	0	0	0	-0.634635323	0.638137872	0	2
Golim4	0	0	0	0.693619236	0	0	-0.71390574	0	0	2
Gp5	0	0	0	-0.976597978	0	0	0	0	-1.531334798	2
Gp9	0	0	0	-0.750631955	0	0	0	0	-1.094454367	2
Gpm6b	0	0	0.790914935	0	0	0	0	0	-0.953412725	2
Gpr137	0	0	0	-0.586851787	0	0	0	0	-0.600949182	2
Gpr137c	0	0	0	1.340368102	0	0	0	0	0.720688745	2
Gpr160	0	0.846165615	0	1.393728795	0	0	0	0	0	2
Gpr174	0	0	0	1.130818904	0	0	0	0	0.880118158	2
Gpr35	0	0	0	0.880908216	0	0	0	0	-1.064397935	2
Gpr65	0	0.627779807	0	0.814365434	0	0	0	0	0	2
Gpx3	0	0	0	0	0	0	0	0.999983141	-1.461951328	2
Gramd1c	0	0	0	-0.610803921	0	0	-0.778801045	0	0	2
Gria3	0.936061001	0	0	0	0	0.910174998	0	0	0	2
Grina	0	0	0	-0.613075472	0	0	-0.621891936	0	0	2
Gsdme	0	0	0	0.674798794	0	0	-0.886010666	0	0	2
Gsta2	0	0	0	-1.455354537	0	0	0	0	-1.070648651	2
Gstm4	0	0.587636383	0	0	0	0	0	0	-0.649764017	2
Gstm5	0	0	0	-2.323770413	0	0	-1.412902202	0	0	2
Gstp3	0	0.605787329	0	-1.404852054	0	0	0	0	0	2
Gyg	0	0	0	0	0	0	0	-0.619882728	-0.753553516	2
Gzmm	0	0	0	-0.713701671	0	0	0	-0.671946061	0	2
H2-Aa	0	0	0	0.592278387	0	0	1.149133518	0	0	2
H2-Eb2	0	0	0	0.816097202	0	0	0.749204004	0	0	2
H3f3a-ps1	0	0	0	-0.604577407	0	0	0	-0.795112282	0	2
Hacd4	0	0	0.845473809	0	0	0	0	0	-1.01192793	2
Hcst	0	0	0	-0.603222585	0	0	0	-0.75770944	0	2
Hdc	0	0	0	0	0	0	-1.732979202	0	-1.608699258	2
Hectd1	0	0	0	0.589137154	0	0	-0.750982749	0	0	2
Herc6	0	0	0	0	0	0	-0.905722349	0	0.602617551	2
Hfe2	0	0	0	0	1.107042517	0	-1.57259983	0	0	2
Hipk2	0	0	0	0	0	0	-1.189257388	0.912231041	0	2
Hist1h2ac	0	0	0.859541964	-0.689124821	0	0	0	0	0	2
Hist1h2bg	0	-0.808474947	0	-1.159695229	0	0	0	0	0	2
Hist1h2bn	0	-1.021210373	0	-0.930933063	0	0	0	0	0	2
Hist1h3d	0	0	0.877211359	-1.312108497	0	0	0	0	0	2
Hist1h3i	0	-1.193718706	0	-1.530834708	0	0	0	0	0	2
Hist1h4m	0	-1.367390883	0	0	-1.167213396	0	0	0	0	2
Hist3h2a	0	0	0.807589174	-0.629516241	0	0	0	0	0	2
Hk3	0	0	0	0.73766826	0	0	0	0	-0.727850373	2
Hmbs	0	0	0	-0.950080462	0	0	-1.2587089	0	0	2
Hmgn5	0	0.910569559	0	0	0	0	0	0	0.734367746	2
Hnmt	0	0.826024906	0	0.830238033	0	0	0	0	0	2
Homer3	0	0	0	-0.953639201	0	0	0	0	-1.178672495	2
Hotairm1	0	0	0	-0.978730827	0	0	0	-0.637501689	0	2
Hoxb4	0	0.816291679	0	0	0.746365879	0	0	0	0	2
Hpx	0	0	0	0	-1.407559343	-1.410250433	0	0	0	2
Hsd17b14	0	0	0	-1.5179886	0	0	0	0	-0.767931226	2
Hsf2bp	0	0	0	-1.407789341	0	0	0	0	-0.971178465	2
Huwe1	0	0	0	0.611726908	0	0	0	0.630835904	0	2
I830127L07Rik	0	0.947693038	0	1.116240713	0	0	0	0	0	2
Ica1	0	0	0	-1.033254176	0	0	0	0	-1.20136795	2
Ifi27	0	0	0	0	0	0	-0.595165971	-0.70514653	0	2
Ifitm1	0	0	0	1.206329756	0	0	-1.014193623	0	0	2
Ifitm2	0	0.730145377	0	0	0	0	0	0	-1.227336679	2
Ifnlr1	0	-1.060944646	0	0	0	0	-0.818228936	0	0	2
Ift140	0	-0.605203965	0	-0.821902388	0	0	0	0	0	2
Igf1r	0	0	0	0.737631869	0	0	-0.809974596	0	0	2
Igf2bp3	0	0	0	-1.716965833	0	0	1.0189778	0	0	2
Igfbp5	0	0	0	3.586676931	0	0	0	2.289052754	0	2
Igfbp6	0	0	0	2.239418726	0	0	-1.472647889	0	0	2
Ighg1	0	-1.691021327	0	0	0	0	1.181391234	0	0	2
Ighj1	0	0	0	0	0	0.676122157	0.786700449	0	0	2
Ighj3	0	0	0	0	0	0	0.761732883	1.158403415	0	2
Ighj4	0	0	0	0	0	0	0	0.760460102	0.943514642	2
Ighv1-15	0	-0.886422427	0	0	0	0	0.935175422	0	0	2
Ighv1-19	0	-1.086399279	0	0	0	0	0.634422757	0	0	2
Ighv1-4	0	0	0	0	-0.995483371	0	0.739666436	0	0	2
Ighv1-53	0	0	0	0	0	0.82200937	0	0	0.939706616	2
Ighv1-76	0	0	0	0	0	0	0.779574281	0	0.838339317	2
Ighv1-80	0	0	0	0	-0.758428955	0	1.06226404	0	0	2
Ighv1-9	0	0	0	0	0	0	1.06403317	0	0.651434	2
Ighv13-2	0	0	0	0	-1.328868621	0	0	0	1.135864694	2
Ighv14-3	0	0	0	0	0	0	1.103530866	0	0.982086094	2
Ighv2-9	0	0	0	0	0	1.004240049	0.970835478	0	0	2
Ighv3-1	0	0	0	0	0	0	1.120282196	0	1.154693772	2
Ighv3-6	0	-0.905717584	0	0	0	0	0.79812698	0	0	2
Ighv5-17	0	-1.192384206	0	0	0	0	0.585152084	0	0	2
Ighv5-6	0	0	0	0	0	0.794878797	0.669978944	0	0	2
Ighv5-9-1	0	-1.009716741	0	0	0	0	0.977677204	0	0	2
Ighv6-3	0	-0.973096715	0	0	0	0	1.017725745	0	0	2
Igip	0	0	0	0.634662617	0	0	0	0	1.008193686	2
Igkj2	0	0	0	0	0	0	0.998096965	0	1.002558813	2
Igkj3	0	0	0	1.106043461	0	0	0	0	1.113280729	2
Igkj4	0	-0.71513112	0	0	0	0	0.605309882	0	0	2
Igkj5	0	0	0	0	0	0	1.06575471	0.667475905	0	2
Igkv1-135	0	0	0	0	0	0	0.73010258	0	0.729622731	2
Igkv10-94	0	-0.604636321	0	0	0	0	0.865115966	0	0	2
Igkv10-95	0	0	0	0	0	0	0.766325504	0	0.8949696	2
Igkv10-96	0	0	0	0	0	0	0.890241853	0	0.780884598	2
Igkv12-38	0	0	0	-0.890219051	0	0	0.856083973	0	0	2
Igkv12-41	0	0	0	0	0	0	0.78344549	0	0.715569205	2
Igkv12-46	0	0	0	0	0	0	0.768647956	0	1.000271993	2
Igkv13-84	0	0	0	0.843543901	0	0	0.784230881	0	0	2
Igkv14-111	0	0	0	0	0	0	0.693329108	0	0.589939455	2
Igkv14-126	0	0	0	-0.656634772	0	0	1.189563431	0	0	2
Igkv14-130	0	0	1.650927014	0	0	0	0	0	1.415334764	2
Igkv15-103	0	0	0	0	0	0	0.792966437	0	0.821073755	2
Igkv16-104	0	0	0	0	0	0	0.754809763	0	0.747210286	2
Igkv2-109	0	0	0	0	0	0	0.746525962	0	0.80649424	2
Igkv3-10	0	0	0	0	-0.709286309	0	0.880825212	0	0	2
Igkv3-2	0	0	-0.608228203	0	0	0	1.220630277	0	0	2
Igkv4-51	0	-1.043369005	0	0	0	0	0	0	0.918731892	2
Igkv4-57	0	0	0	0	0	0	0.682390516	0	1.005708168	2
Igkv4-58	0	0	0	0	-0.994415049	0	0	0	0.787113598	2
Igkv4-70	0	0	0	0	0	0	0.675536493	0	1.362190465	2
Igkv4-72	0	0	0	0	-0.60659065	0	0.8158127	0	0	2
Igkv4-90	0	-1.122522351	0	0	0	0	0	-1.060003206	0	2
Igkv5-39	0	-0.716785829	0	0	0	0	0.851857986	0	0	2
Igkv6-13	0	0	0	0	0	0	1.086757028	0	1.585244759	2
Igkv6-15	0	0	0	0	0	0	0.963740518	0	0.748306157	2
Igkv6-23	0	0	0	0	0	0	0.919447932	0	1.009164089	2
Igkv8-19	0	0	-0.647910505	0	0	0	0.731389186	0	0	2
Igkv8-27	0	0	0	0	0	0	0.757436354	0	0.622785075	2
Igkv8-30	0	-0.95048941	0	0	0	0	0	0	1.064913769	2
Iglc2	0	0	-0.597269532	-0.585872871	0	0	0	0	0	2
Iglc3	0	0	0	-0.66200665	0	0	0.839345705	0	0	2
Iglj3	0	0	0	-1.640867914	0	0	1.076737168	0	0	2
Iglv1	0	0	0	0	0	0	0.738043931	0	0.794126358	2
Igtp	0	0	0	-0.638094955	0	0	0	0	-0.963058117	2
Il1b	-0.917816278	0	0	0.740932204	0	0	0	0	0	2
Il1r2	0	0	0	0	0	0	-1.699618271	0	-1.736787555	2
Il1rap	0	0	0	1.470459185	0	0	-1.18432104	0	0	2
Il4	0	0	0	-0.961852419	0	0	0	0	0.969638744	2
Il5ra	0	0	0	0	0	0	0.789748129	0	0.779400327	2
Immp1l	0	0	0	0	0	0	0	-0.733445266	0.591527007	2
Imp3	0	0	0	0	0	0	0.612931233	-0.779030224	0	2
Inka1	0	0	0	-1.088071084	0	0	0	0	-0.658820524	2
Inpp5j	0	0	0	-0.955683374	0	0	0	0.902691413	0	2
Insl6	0	0	0	-0.626543899	0	0	0.634839886	0	0	2
Iqcb1	0	0	0	-0.604866699	0	0	0.597420159	0	0	2
Iqgap2	0	0	0	0.790821194	0	0	-0.713309265	0	0	2
Itga2b	0	0	1.144687341	0	0	0	0	0	-1.450168142	2
Itga3	0	0	0	0	0	0	-1.3224477	0.847796958	0	2
Itga6	0	0	0.682640515	0	0	0	0	0	-1.328945811	2
Itgae	0.661138224	0	0	0	0	0	0	0	0.691551129	2
Itgb1	0	0	0.622279344	0	0	0	0	0	-0.975419623	2
Itgb3	0	0	1.245048532	0	0	0	0	0	-1.426023992	2
Jrkl	0	0	0	0.622123658	-0.626631781	0	0	0	0	2
Jund	0	0	-0.708127339	0	0	0	0	-0.832242686	0	2
Kalrn	0	0	0	-0.817729149	0	0	0	0	-1.255360726	2
Kantr	0	0	0	0.830024783	-0.652239026	0	0	0	0	2
Kcna2	0	0	0	1.052251958	0	0	0	0	1.058829023	2
Kcnc3	0	0	0	0	0	0	0.837324932	0	1.084045653	2
Kcnmb1	0	0	0	-1.497363841	0	0	0	0	-0.94977263	2
Kctd12	0	0	0	0.995243624	0	0	0	-0.602175187	0	2
Kctd17	0	0	0	0.925511086	0	0	0	0	-0.76274723	2
Kel	0	0	0	-2.477637004	0	0	-1.63729166	0	0	2
Khk	0	0.676875577	0	0	0	0	0	0	0.64847834	2
Kif11	0	0	0	-1.202626328	0	0	0	0.995345677	0	2
Kif22	0	0	0	-1.378671687	0	0	0	0.801537827	0	2
Kif4	0	0	0	-1.338023281	0	0	-1.226140994	0	0	2
Kif5a	0	0	0	-1.067848737	0	0	0	0.644213406	0	2
Kiss1r	0	0	0	-1.041165077	0	0	0	0	-1.124286985	2
Klf6	0	0.638471339	0	0.790598435	0	0	0	0	0	2
Klhl11	0	0	0	1.121816824	0	0	0	0.765014561	0	2
Klhl2	0	0	0	0.718879747	0	0	-0.767934716	0	0	2
Klra17	0	0	0	0	0.678910875	0	-0.784306824	0	0	2
Klra3	0	0.85870878	0	0.65638257	0	0	0	0	0	2
Klra8	0	0.726987936	0	1.165858802	0	0	0	0	0	2
Klre1	0	0.60404365	0	0	0	0	-0.607790331	0	0	2
Kmo	0	0	0	0	0	0	0.973002432	0	0.743796108	2
Kmt2d	0	0	0	0	0	0	0	0.588555585	0.622570042	2
Krt19	0	0	0	3.219802497	0	0	-2.92404708	0	0	2
Krt7	0	0	0	0.788770816	0	0	-0.783965275	0	0	2
Ksr1	0	-0.73694256	0	0	0	0	0	0	-0.690005165	2
Lancl3	0	0	0	0	0	0	0	0.739492301	-1.137192822	2
Lat	0	0	0	-0.822573413	0	0	0	0	-0.586110543	2
Lcorl	0	0	0	0.648754266	-0.720974493	0	0	0	0	2
Lct	0	0	0	0	0	0	-2.667847751	1.332481381	0	2
Ldlr	0	0	0	0.87274911	0	0	0	0	-0.650458349	2
Leng8	0	0	-0.628462589	0	0	0	0	0.669104524	0	2
Lgals3	0	0	0	0.960623473	0	0	0	0	-0.697010387	2
Lgals3bp	0	0	0	-0.597182315	0	0	0	0	-1.164179797	2
Lgals4	0	0	0	0	0	0	-2.427485165	0	1.52629309	2
Lgalsl	0	0	1.111310373	0	0	0	0	0	-1.002391545	2
Lifr	0	0	0	1.00434597	0	0	-0.71819871	0	0	2
Lilr4b	0	0	0	1.184549597	0	0	-1.150892038	0	0	2
Lilra6	0	0	0	1.012170072	0	0	0	0	-0.654599553	2
Lilrb4a	0	0	0	1.536470115	0	0.897095844	0	0	0	2
Lima1	0	0	0	1.24015726	0	0	-0.651058236	0	0	2
Lims1	0	0	0.656234272	0	0	0	0	0	-0.756221684	2
Lipc	0	-0.856254986	0	-1.342769118	0	0	0	0	0	2
Lipt1	0	0	0	0.833122149	0	0	0.738863415	0	0	2
Lmbrd2	0	0	0	0.717850659	-0.763153011	0	0	0	0	2
Lmna	0	0	0	-0.877048354	0	0	0	0	-0.645386324	2
Lmnb1	0	0	0	0	0	0	-1.05030892	-0.68602457	0	2
Lonrf1	0	0	0	0	0	0	-0.604625313	0	-0.864413621	2
Loxl1	0	0	0	-1.460856581	0	0	0	0	-1.476808779	2
Lrg1	0	0	0	0	0	0	-1.236687735	0	-1.512606661	2
Lrp1	0	0	0	1.159687575	0	0	0	0	-0.892468611	2
Lrp5	0	0	0	0.743808765	0	0	0	0	-0.737711996	2
Lrrc27	0	0	0	0.862540294	0	0	0	1.125356086	0	2
Lrrc8b	0	0	0.60913574	0	0	0	0	0	-0.866997521	2
Lsm12	0	0	0.588684283	0	0	0	0	0	-0.956797448	2
Lsr	0	0	0	1.399047934	0	0	0	0	-0.989494298	2
Lst1	0	0	0	0	0	0	0	-0.857548689	-0.655836374	2
Ltb4r1	0	0	0	0	0	0	0	-0.588752151	-1.190321397	2
Ltb4r2	0	0	0	0	0	0	-0.971109651	0	-0.995329309	2
Ltbp1	0	0	0	-0.876304388	0	0	0	0	-1.368315437	2
Ltk	0	-0.718258072	-0.963087745	0	0	0	0	0	0	2
Lurap1	0	0	0	1.315614024	0	0	1.232952635	0	0	2
Ly6a	0	0.714616471	0	0	0	0	0	-0.664441143	0	2
Ly6g6c	0	0	0	-1.115328178	0	0	0	0	-0.979633336	2
Ly6g6d	0	0	0	-1.387474313	0	0	0	0	-1.045348101	2
Lypla1	0	0	0.875483646	0	0	0	0	-0.615808374	0	2
Lyst	0	0	0	0.680871245	0	0	-0.73822547	0	0	2
Lyve1	0	0	0	-0.873210404	0	0	0	0	-1.87162418	2
Lzts2	0	0	0	-0.715695661	0	0	0	0	-1.224258015	2
Macrod1	0	0	0	0.664109277	0	0	0	-0.656186856	0	2
Macrod2	0	0	0	-1.016675193	0	0	0	0	-1.13707506	2
Mad2l1bp	0	0	0	-0.743863093	0	0	0	0	-0.630164124	2
Maged2	0	0	0	-1.206537747	0	0	0	0	-1.192023689	2
Magee1	0	0	0	-0.902897062	0	0	0	0	-1.109212426	2
Magoh	0	0.709402357	0	0	0	0	0	-0.678967643	0	2
Maip1	0	0.585146027	0	0	0	0	0	0	0.596554406	2
Malsu1	0	0.852793275	0	0	0	0	0	-0.638247556	0	2
Maml3	0	0	0	0	0	0	0	0.591902759	-0.595567572	2
Map10	0	0	0	0.648097728	-0.927316038	0	0	0	0	2
Map1a	0	0	0	-0.792669609	0	0	0	0	-1.533120566	2
Map1lc3b	0	0	-0.629360325	-0.848182089	0	0	0	0	0	2
Map3k19	0	0	0	0.860347859	0	0	0	0.876156748	0	2
Mapk12	0	0	0	0.729351753	0	0	0.937744057	0	0	2
Mapk3	0	0	0	-0.697499005	0	0	0	0	-0.644785203	2
Mapk6	0	0	0.628503672	0	0	0	0	0	-0.959475139	2
Mapk8ip3	0	0	-0.607288493	0	0	0	0	0.680033081	0	2
2-Mar	0	-0.687840606	0	-0.711430005	0	0	0	0	0	2
3-Mar	0	0	0	-1.297898466	0	0	-1.049501878	0	0	2
Mast2	0	0	0	-0.908407728	0	0	0	0	-1.115993206	2
Matk	0.588918574	0	0	-0.715301738	0	0	0	0	0	2
Mblac2	0	0	0	0.639341307	0	0	0	0	0.630998986	2
Mcf2l	0	0	0	-0.592700031	0	0	0	0	-1.510643923	2
Mctp1	0	0	0.706946686	0	0	0	0	0	-0.684338317	2
Mdk	0	0	0	-0.769578926	0	0	0	0	-0.838210454	2
Med12l	0	-1.072129899	0	0	0	0	0	0	-0.696088814	2
Megf8	0	0	0	0.674787546	0	0	0	0	-1.378502061	2
Metrnl	0	0	0	0	0	0	0	-0.598528657	-0.695926586	2
Mettl27	0	0	0	-1.745992425	0	0	-1.044081834	0	0	2
Mfsd13a	0	0	0	0	0	0	0	0.906273643	-1.332781273	2
Mfsd4a	0	0	0	1.108311532	0	0	0	0	-1.287682916	2
Mfsd7a	0	0	0	1.658184842	0	0	0	0	-1.212895893	2
