	AL_TCDD_M_Bl_adt	BA_BPA10mg_M_Bl_adt	BA_BPA10ug_M_Bl_adt	BI_PM2.5_M_Bl_adt	DO_Pb_M_Bl_adt	DO_DEHP_M_Bl_adt	MU_PM2.5_M_Bl_adt	ZB_As_M_Bl_adlt	WK_TBT_M_Bl_adt
Esf1	0	1.077105915	0	0	0	0	0	0	0
Plxna4os1	0	1.071682879	0	0	0	0	0	0	0
Luc7l3	0	1.056087164	0	0	0	0	0	0	0
Eif2s2	0	1.052794371	0	0	0	0	0	0	0
Eif5b	0	1.050677609	0	0	0	0	0	0	0
Klrb1b	0	1.049364815	0	0	0	0	0	0	0
Phf11a	0	1.044086489	0	0	0	0	0	0	0
Gm43712	0	1.024900778	0	0	0	0	0	0	0
Tmem220	0	1.013279469	0	0	0	0	0	0	0
Pin4	0	0.998884615	0	0	0	0	0	0	0
Srek1ip1	0	0.998704922	0	0	0	0	0	0	0
Slc36a3os	0	0.997041832	0	0	0	0	0	0	0
Mphosph8	0	0.995340436	0	0	0	0	0	0	0
Il11ra1	0	0.986996918	0	0	0	0	0	0	0
1810022K09Rik	0	0.982491634	0	0	0	0	0	0	0
Tmem237	0	0.982359569	0	0	0	0	0	0	0
Gm2000	0	0.976175533	0	0	0	0	0	0	0
Ptpmt1	0	0.969604085	0	0	0	0	0	0	0
Gpatch4	0	0.959677016	0	0	0	0	0	0	0
Cma1	0	0.951364538	0	0	0	0	0	0	0
Armc3	0	0.950636822	0	0	0	0	0	0	0
Gm31814	0	0.939944379	0	0	0	0	0	0	0
Uqcrb	0	0.930447737	0	0	0	0	0	0	0
Kcnq1ot1	0	0.926820766	0	0	0	0	0	0	0
Nr2c2ap	0	0.925130693	0	0	0	0	0	0	0
Jtb	0	0.887705702	0	0	0	0	0	0	0
Nsrp1	0	0.884302717	0	0	0	0	0	0	0
Hacl1	0	0.884172652	0	0	0	0	0	0	0
9430038I01Rik	0	0.877876275	0	0	0	0	0	0	0
Nr4a3	0	0.872319795	0	0	0	0	0	0	0
Ccdc25	0	0.867921088	0	0	0	0	0	0	0
Mcee	0	0.863343835	0	0	0	0	0	0	0
Ift74	0	0.854477793	0	0	0	0	0	0	0
Nsa2	0	0.851939277	0	0	0	0	0	0	0
Zcrb1	0	0.850792155	0	0	0	0	0	0	0
Lair1	0	0.848281257	0	0	0	0	0	0	0
Taf1d	0	0.845429397	0	0	0	0	0	0	0
Rwdd2a	0	0.844976592	0	0	0	0	0	0	0
Tceal9	0	0.844955596	0	0	0	0	0	0	0
Snrnp27	0	0.840758386	0	0	0	0	0	0	0
Ankrd12	0	0.834102715	0	0	0	0	0	0	0
Rsrc1	0	0.834078962	0	0	0	0	0	0	0
Pou2f2	0	0.831519327	0	0	0	0	0	0	0
Gm5905	0	0.827319498	0	0	0	0	0	0	0
Rpl19-ps11	0	0.826968475	0	0	0	0	0	0	0
Gm43848	0	0.824465522	0	0	0	0	0	0	0
Uxs1	0	0.822610185	0	0	0	0	0	0	0
Pura	0	0.816162034	0	0	0	0	0	0	0
Phlda1	0	0.813656134	0	0	0	0	0	0	0
Gm19585	0	0.812176493	0	0	0	0	0	0	0
Fkbp2	0	0.812172105	0	0	0	0	0	0	0
Upf3b	0	0.804281553	0	0	0	0	0	0	0
Rtn1	0	0.804276013	0	0	0	0	0	0	0
Sfr1	0	0.802698405	0	0	0	0	0	0	0
Krt222	0	0.801828894	0	0	0	0	0	0	0
Cebpzos	0	0.800369544	0	0	0	0	0	0	0
Nop58	0	0.800271812	0	0	0	0	0	0	0
Ncl	0	0.798286031	0	0	0	0	0	0	0
Mnat1	0	0.797924963	0	0	0	0	0	0	0
Nudcd2	0	0.797596416	0	0	0	0	0	0	0
Hmgb2	0	0.796629688	0	0	0	0	0	0	0
Ak6	0	0.792245073	0	0	0	0	0	0	0
Rps24-ps3	0	0.784605598	0	0	0	0	0	0	0
2310033P09Rik	0	0.781118111	0	0	0	0	0	0	0
Dek	0	0.778889622	0	0	0	0	0	0	0
Rplp1	0	0.777825892	0	0	0	0	0	0	0
Srp19	0	0.775806949	0	0	0	0	0	0	0
Twistnb	0	0.771427603	0	0	0	0	0	0	0
Prpf38b	0	0.768072198	0	0	0	0	0	0	0
Taf3	0	0.767015631	0	0	0	0	0	0	0
Smim11	0	0.76374948	0	0	0	0	0	0	0
Tmed3	0	0.761886336	0	0	0	0	0	0	0
Nucb2	0	0.76013154	0	0	0	0	0	0	0
Smc4	0	0.756449219	0	0	0	0	0	0	0
Coq7	0	0.75550205	0	0	0	0	0	0	0
Sec62	0	0.754764807	0	0	0	0	0	0	0
Smc6	0	0.748629736	0	0	0	0	0	0	0
Gm37254	0	0.746842922	0	0	0	0	0	0	0
Eif4e3	0	0.742464736	0	0	0	0	0	0	0
Klrd1	0	0.742059551	0	0	0	0	0	0	0
Rpl17	0	0.741951653	0	0	0	0	0	0	0
Tmem37	0	0.739815117	0	0	0	0	0	0	0
Mrpl18	0	0.738604526	0	0	0	0	0	0	0
Myl12b	0	0.737497009	0	0	0	0	0	0	0
Zfp677	0	0.736984373	0	0	0	0	0	0	0
Mettl1	0	0.735091791	0	0	0	0	0	0	0
Tsen15	0	0.734520944	0	0	0	0	0	0	0
Psma4	0	0.734259489	0	0	0	0	0	0	0
Lrif1	0	0.73026392	0	0	0	0	0	0	0
Xpa	0	0.730218817	0	0	0	0	0	0	0
Akip1	0	0.730195369	0	0	0	0	0	0	0
Eif3e	0	0.729627549	0	0	0	0	0	0	0
Arid4b	0	0.729426033	0	0	0	0	0	0	0
Pmepa1	0	0.726605969	0	0	0	0	0	0	0
Prkrip1	0	0.725565393	0	0	0	0	0	0	0
Smim10l1	0	0.723310505	0	0	0	0	0	0	0
Klra7	0	0.720385004	0	0	0	0	0	0	0
2210406H18Rik	0	0.719688091	0	0	0	0	0	0	0
Dnajc2	0	0.719604172	0	0	0	0	0	0	0
Ccdc191	0	0.719264296	0	0	0	0	0	0	0
Ppp3ca	0	0.71785485	0	0	0	0	0	0	0
Rp9	0	0.717409127	0	0	0	0	0	0	0
Pfdn1	0	0.716666699	0	0	0	0	0	0	0
Bmyc	0	0.715540613	0	0	0	0	0	0	0
Camk2n1	0	0.714161378	0	0	0	0	0	0	0
Ino80b	0	0.713122535	0	0	0	0	0	0	0
Gstm1	0	0.712106194	0	0	0	0	0	0	0
Rwdd1	0	0.709681132	0	0	0	0	0	0	0
Ssb	0	0.709195092	0	0	0	0	0	0	0
Cwf19l2	0	0.7085791	0	0	0	0	0	0	0
Dtd2	0	0.708421251	0	0	0	0	0	0	0
Cwc27	0	0.707888381	0	0	0	0	0	0	0
Rbmx2	0	0.707485407	0	0	0	0	0	0	0
Mtdh	0	0.705947191	0	0	0	0	0	0	0
Rtraf	0	0.705004009	0	0	0	0	0	0	0
Hsf2	0	0.701565083	0	0	0	0	0	0	0
Magt1	0	0.701500535	0	0	0	0	0	0	0
Srek1	0	0.701019652	0	0	0	0	0	0	0
Dbi	0	0.700862257	0	0	0	0	0	0	0
Spr	0	0.698466929	0	0	0	0	0	0	0
Haus3	0	0.698184635	0	0	0	0	0	0	0
Llph	0	0.689672853	0	0	0	0	0	0	0
Siva1	0	0.688972883	0	0	0	0	0	0	0
Npm1	0	0.687791233	0	0	0	0	0	0	0
Gngt2	0	0.687342969	0	0	0	0	0	0	0
Cd3eap	0	0.686086352	0	0	0	0	0	0	0
Sltm	0	0.686029864	0	0	0	0	0	0	0
Tamm41	0	0.685830842	0	0	0	0	0	0	0
Krcc1	0	0.684027487	0	0	0	0	0	0	0
Trmt112	0	0.683249584	0	0	0	0	0	0	0
Klra9	0	0.682015836	0	0	0	0	0	0	0
Nudt6	0	0.677475312	0	0	0	0	0	0	0
Pinx1	0	0.675567477	0	0	0	0	0	0	0
1700021F05Rik	0	0.674336435	0	0	0	0	0	0	0
Wdr25	0	0.670567066	0	0	0	0	0	0	0
Sub1	0	0.670540496	0	0	0	0	0	0	0
Lyar	0	0.665939798	0	0	0	0	0	0	0
Hcfc1r1	0	0.664243665	0	0	0	0	0	0	0
Bfar	0	0.664173935	0	0	0	0	0	0	0
Smim8	0	0.663840077	0	0	0	0	0	0	0
Gm9794	0	0.66273722	0	0	0	0	0	0	0
Arid4a	0	0.660242558	0	0	0	0	0	0	0
Ccar1	0	0.659471825	0	0	0	0	0	0	0
1600010M07Rik	0	0.659008794	0	0	0	0	0	0	0
Man1c1	0	0.659008278	0	0	0	0	0	0	0
Ccdc34	0	0.658421295	0	0	0	0	0	0	0
Fam204a	0	0.656305136	0	0	0	0	0	0	0
Ly86	0	0.655838276	0	0	0	0	0	0	0
Enpp4	0	0.654681774	0	0	0	0	0	0	0
Gpank1	0	0.654591496	0	0	0	0	0	0	0
Fcf1	0	0.652508712	0	0	0	0	0	0	0
Dbt	0	0.652311929	0	0	0	0	0	0	0
Naa15	0	0.651533462	0	0	0	0	0	0	0
Pilra	0	0.651528844	0	0	0	0	0	0	0
Psma7	0	0.64980248	0	0	0	0	0	0	0
Rpl4	0	0.645713683	0	0	0	0	0	0	0
Ggnbp2	0	0.644255946	0	0	0	0	0	0	0
Gm49359	0	0.642885528	0	0	0	0	0	0	0
Rtf1	0	0.642456521	0	0	0	0	0	0	0
Exosc3	0	0.64153119	0	0	0	0	0	0	0
1190002N15Rik	0	0.641365349	0	0	0	0	0	0	0
Gab3	0	0.640581915	0	0	0	0	0	0	0
Pradc1	0	0.640274574	0	0	0	0	0	0	0
Borcs7	0	0.639246953	0	0	0	0	0	0	0
Akr1a1	0	0.639064612	0	0	0	0	0	0	0
Klrc1	0	0.638544428	0	0	0	0	0	0	0
Apool	0	0.636899747	0	0	0	0	0	0	0
Tspan3	0	0.636659471	0	0	0	0	0	0	0
Gcsh	0	0.636067843	0	0	0	0	0	0	0
Kin	0	0.634874237	0	0	0	0	0	0	0
Dnajc25	0	0.633893859	0	0	0	0	0	0	0
Rbm8a	0	0.633889081	0	0	0	0	0	0	0
Rpf2	0	0.633313758	0	0	0	0	0	0	0
Pdap1	0	0.633105894	0	0	0	0	0	0	0
Mitd1	0	0.63168306	0	0	0	0	0	0	0
Uqcc3	0	0.630957817	0	0	0	0	0	0	0
Mrpl52	0	0.629266718	0	0	0	0	0	0	0
Anp32a	0	0.629116836	0	0	0	0	0	0	0
Lmo4	0	0.628901882	0	0	0	0	0	0	0
Ndufv2	0	0.628216393	0	0	0	0	0	0	0
Snrpf	0	0.627244248	0	0	0	0	0	0	0
Serpinb6b	0	0.622872302	0	0	0	0	0	0	0
Ikbip	0	0.619878709	0	0	0	0	0	0	0
Emp3	0	0.619295119	0	0	0	0	0	0	0
Abracl	0	0.618915886	0	0	0	0	0	0	0
Mrpl1	0	0.618028989	0	0	0	0	0	0	0
Cdc42ep3	0	0.617251067	0	0	0	0	0	0	0
Mphosph10	0	0.617142807	0	0	0	0	0	0	0
Gm7536	0	0.61629719	0	0	0	0	0	0	0
Larp7	0	0.616257845	0	0	0	0	0	0	0
Rrp15	0	0.615831965	0	0	0	0	0	0	0
2410006H16Rik	0	0.61500029	0	0	0	0	0	0	0
Nfkbia	0	0.614845301	0	0	0	0	0	0	0
Coq3	0	0.614686904	0	0	0	0	0	0	0
Prpf40a	0	0.612798556	0	0	0	0	0	0	0
Zfp524	0	0.611210423	0	0	0	0	0	0	0
Top1	0	0.61093835	0	0	0	0	0	0	0
Trappc1	0	0.610844761	0	0	0	0	0	0	0
Hnrnpd	0	0.610200022	0	0	0	0	0	0	0
Plin2	0	0.607460486	0	0	0	0	0	0	0
Fkbp3	0	0.605020958	0	0	0	0	0	0	0
Plaur	0	0.603533559	0	0	0	0	0	0	0
Txndc15	0	0.597844848	0	0	0	0	0	0	0
Ptpn2	0	0.596657536	0	0	0	0	0	0	0
Hspe1	0	0.594416373	0	0	0	0	0	0	0
Snrpd1	0	0.594041272	0	0	0	0	0	0	0
Fcgr4	0	0.593733329	0	0	0	0	0	0	0
Arl2	0	0.593687281	0	0	0	0	0	0	0
4921524J17Rik	0	0.59201755	0	0	0	0	0	0	0
Ebp	0	0.591565839	0	0	0	0	0	0	0
Pdcd5	0	0.591331164	0	0	0	0	0	0	0
Hopx	0	0.590792992	0	0	0	0	0	0	0
3110040N11Rik	0	0.589837842	0	0	0	0	0	0	0
Nab2	0	0.589611887	0	0	0	0	0	0	0
Psmd7	0	0.58941178	0	0	0	0	0	0	0
Trmt10c	0	0.587841007	0	0	0	0	0	0	0
Gpatch11	0	0.587764896	0	0	0	0	0	0	0
Cluap1	0	0.586241398	0	0	0	0	0	0	0
Mrps30	0	0.585969566	0	0	0	0	0	0	0
Ghdc	0	0.585820157	0	0	0	0	0	0	0
Mrpl40	0	0.585403645	0	0	0	0	0	0	0
Ggt1	1.549081032	0	0	0	0	0	0	0	0
Lpl	1.296334444	0	0	0	0	0	0	0	0
Nme4	1.188063615	0	0	0	0	0	0	0	0
Ddit4	1.11661901	0	0	0	0	0	0	0	0
BC051142	0.852578058	0	0	0	0	0	0	0	0
Kit	0.838631706	0	0	0	0	0	0	0	0
Chil5	0.83417101	0	0	0	0	0	0	0	0
Gpr83	0.827391389	0	0	0	0	0	0	0	0
Igfbp4	0.739011041	0	0	0	0	0	0	0	0
Cib2	0.697508402	0	0	0	0	0	0	0	0
Ctsl	0.697147391	0	0	0	0	0	0	0	0
Smim5	0.62283484	0	0	0	0	0	0	0	0
Ccdc28b	0.61567024	0	0	0	0	0	0	0	0
Tnni2	-0.589017326	0	0	0	0	0	0	0	0
Oasl1	-0.591687322	0	0	0	0	0	0	0	0
Dnajb4	-0.597157468	0	0	0	0	0	0	0	0
Acta2	-0.601888887	0	0	0	0	0	0	0	0
Il15	-0.762735158	0	0	0	0	0	0	0	0
Il1bos	-0.770858011	0	0	0	0	0	0	0	0
Gm37352	-0.854498213	0	0	0	0	0	0	0	0
H2-Q10	-0.921936901	0	0	0	0	0	0	0	0
Gm12708	-1.068273373	0	0	0	0	0	0	0	0
Siglecf	-1.126661076	0	0	0	0	0	0	0	0
Chac1	-1.301307778	0	0	0	0	0	0	0	0
H3f3a	0	-0.586936331	0	0	0	0	0	0	0
Zfp335	0	-0.590148637	0	0	0	0	0	0	0
Tmem245	0	-0.590234304	0	0	0	0	0	0	0
Tns3	0	-0.600958388	0	0	0	0	0	0	0
Dennd4c	0	-0.602683867	0	0	0	0	0	0	0
2310015A10Rik	0	-0.603052179	0	0	0	0	0	0	0
Dennd2d	0	-0.608160882	0	0	0	0	0	0	0
Adcy3	0	-0.611614112	0	0	0	0	0	0	0
Zfp507	0	-0.614520493	0	0	0	0	0	0	0
Rab2b	0	-0.615088795	0	0	0	0	0	0	0
Ap5b1	0	-0.616320627	0	0	0	0	0	0	0
Tlr9	0	-0.625972569	0	0	0	0	0	0	0
Rapgef5	0	-0.629950498	0	0	0	0	0	0	0
Lpin2	0	-0.640396902	0	0	0	0	0	0	0
Cyb5d1	0	-0.656315893	0	0	0	0	0	0	0
Tubd1	0	-0.670665783	0	0	0	0	0	0	0
Afmid	0	-0.67477157	0	0	0	0	0	0	0
Prdm15	0	-0.676865449	0	0	0	0	0	0	0
Lrch3	0	-0.677069827	0	0	0	0	0	0	0
Snx29	0	-0.678456142	0	0	0	0	0	0	0
Usp33	0	-0.689992321	0	0	0	0	0	0	0
Tmem191c	0	-0.710656111	0	0	0	0	0	0	0
Fen1	0	-0.71083482	0	0	0	0	0	0	0
Sav1	0	-0.721789806	0	0	0	0	0	0	0
6330418K02Rik	0	-0.739065321	0	0	0	0	0	0	0
Dynlt1c	0	-0.747927733	0	0	0	0	0	0	0
Map3k12	0	-0.757416316	0	0	0	0	0	0	0
Smpd3	0	-0.76231943	0	0	0	0	0	0	0
Ralgps1	0	-0.774898533	0	0	0	0	0	0	0
Dusp4	0	-0.779744125	0	0	0	0	0	0	0
Stxbp4	0	-0.797685788	0	0	0	0	0	0	0
Zfp518b	0	-0.799921634	0	0	0	0	0	0	0
Rab6b	0	-0.800292474	0	0	0	0	0	0	0
Trbv13-1	0	-0.809078158	0	0	0	0	0	0	0
Fam13b	0	-0.834241482	0	0	0	0	0	0	0
Gnas	0	-0.839108838	0	0	0	0	0	0	0
Anxa11	0	-0.841357979	0	0	0	0	0	0	0
Gm43154	0	-0.85958681	0	0	0	0	0	0	0
Ighv1-78	0	-0.888019716	0	0	0	0	0	0	0
Tyro3	0	-0.930512423	0	0	0	0	0	0	0
Gemin8	0	-0.945202481	0	0	0	0	0	0	0
Ighv1-74	0	-0.952403743	0	0	0	0	0	0	0
Ighv9-3	0	-1.00113051	0	0	0	0	0	0	0
Exoc3l	0	-1.107342481	0	0	0	0	0	0	0
Art2b	0	-1.114140986	0	0	0	0	0	0	0
Gm37035	0	-1.191766264	0	0	0	0	0	0	0
5430430B14Rik	0	-1.238000243	0	0	0	0	0	0	0
Gm6768	0	-1.26665187	0	0	0	0	0	0	0
Ighv2-9-1	0	-1.341915544	0	0	0	0	0	0	0
Gm13986	0	-1.456597111	0	0	0	0	0	0	0
5730405O15Rik	0	-1.540207985	0	0	0	0	0	0	0
Gm44710	0	-1.592717499	0	0	0	0	0	0	0
Zfp683	0	-1.685224591	0	0	0	0	0	0	0
Ighv1-63	0	-1.699295417	0	0	0	0	0	0	0
1700030K09Rik	0	0	-0.590339412	0	0	0	0	0	0
Lrrc45	0	0	-0.591072703	0	0	0	0	0	0
Hdac10	0	0	-0.594107252	0	0	0	0	0	0
Gm12216	0	0	-0.595185918	0	0	0	0	0	0
Uckl1	0	0	-0.600595546	0	0	0	0	0	0
H2-Q7	0	0	-0.601423505	0	0	0	0	0	0
Clasrp	0	0	-0.608167388	0	0	0	0	0	0
Suds3	0	0	-0.616655656	0	0	0	0	0	0
Atg16l2	0	0	-0.618733251	0	0	0	0	0	0
Rgl2	0	0	-0.630226695	0	0	0	0	0	0
Pold1	0	0	-0.642883258	0	0	0	0	0	0
Mir5125	0	0	-0.64767622	0	0	0	0	0	0
Gadd45a	0	0	-0.648176567	0	0	0	0	0	0
Map4k2	0	0	-0.649348435	0	0	0	0	0	0
Cbx7	0	0	-0.649596979	0	0	0	0	0	0
Izumo4	0	0	-0.653857013	0	0	0	0	0	0
Slc2a4rg-ps	0	0	-0.654571327	0	0	0	0	0	0
Carmil2	0	0	-0.656419648	0	0	0	0	0	0
Nsmf	0	0	-0.656427336	0	0	0	0	0	0
Zfp692	0	0	-0.662070028	0	0	0	0	0	0
Acap1	0	0	-0.664081679	0	0	0	0	0	0
Cdh24	0	0	-0.66853657	0	0	0	0	0	0
Slc1a5	0	0	-0.668804068	0	0	0	0	0	0
Dennd6b	0	0	-0.669170393	0	0	0	0	0	0
Rasal3	0	0	-0.67437486	0	0	0	0	0	0
Gramd1a	0	0	-0.691120346	0	0	0	0	0	0
Cd72	0	0	-0.707490518	0	0	0	0	0	0
H2-K2	0	0	-0.716637434	0	0	0	0	0	0
Fam193b	0	0	-0.718994739	0	0	0	0	0	0
Tbx6	0	0	-0.726154669	0	0	0	0	0	0
Pisd-ps1	0	0	-0.726425075	0	0	0	0	0	0
Dvl1	0	0	-0.739355387	0	0	0	0	0	0
Pde1b	0	0	-0.747746561	0	0	0	0	0	0
H2-Q5	0	0	-0.750262585	0	0	0	0	0	0
Wdr90	0	0	-0.752867953	0	0	0	0	0	0
2310058D17Rik	0	0	-0.763242811	0	0	0	0	0	0
Tmem240	0	0	-0.794171918	0	0	0	0	0	0
AA465934	0	0	-0.821100249	0	0	0	0	0	0
Ucp2	0	0	-0.82951506	0	0	0	0	0	0
Lrch4	0	0	-0.877543007	0	0	0	0	0	0
Ubb	0	0	-0.909758494	0	0	0	0	0	0
Prrt1	0	0	-0.922043663	0	0	0	0	0	0
Abhd1	0	0	-0.924229915	0	0	0	0	0	0
Mybl2	0	0	-0.940121932	0	0	0	0	0	0
Col7a1	0	0	-1.038517788	0	0	0	0	0	0
Gm17251	0	0	0	-0.585338539	0	0	0	0	0
Cpped1	0	0	0	-0.587112743	0	0	0	0	0
Snx3	0	0	0	-0.587401261	0	0	0	0	0
Crtc1	0	0	0	-0.58886049	0	0	0	0	0
Asap2	0	0	0	-0.59008911	0	0	0	0	0
Tmem42	0	0	0	-0.590165958	0	0	0	0	0
Csnk2b	0	0	0	-0.590682729	0	0	0	0	0
Ppan	0	0	0	-0.591155562	0	0	0	0	0
Stk25	0	0	0	-0.592438596	0	0	0	0	0
Txnl4a	0	0	0	-0.592600232	0	0	0	0	0
Aagab	0	0	0	-0.593747323	0	0	0	0	0
Becn1	0	0	0	-0.593781116	0	0	0	0	0
Treml4	0	0	0	-0.59426946	0	0	0	0	0
Wee1	0	0	0	-0.595183752	0	0	0	0	0
Gemin7	0	0	0	-0.595836437	0	0	0	0	0
Dop1b	0	0	0	-0.597261641	0	0	0	0	0
Ndufa3	0	0	0	-0.598166686	0	0	0	0	0
Znhit2	0	0	0	-0.599830811	0	0	0	0	0
Muc3a	0	0	0	-0.601632245	0	0	0	0	0
Ccdc17	0	0	0	-0.601676011	0	0	0	0	0
Bcar3	0	0	0	-0.601930093	0	0	0	0	0
Prkcq	0	0	0	-0.60194675	0	0	0	0	0
Ttc23	0	0	0	-0.602622701	0	0	0	0	0
Cdca7	0	0	0	-0.602770899	0	0	0	0	0
Trac	0	0	0	-0.60280392	0	0	0	0	0
Erlec1	0	0	0	-0.603722541	0	0	0	0	0
Uqcr10	0	0	0	-0.603973422	0	0	0	0	0
Pi4k2b	0	0	0	-0.604011166	0	0	0	0	0
Tcta	0	0	0	-0.604330619	0	0	0	0	0
Evi5l	0	0	0	-0.604687417	0	0	0	0	0
Clec9a	0	0	0	-0.604939757	0	0	0	0	0
Pon3	0	0	0	-0.60538285	0	0	0	0	0
Med16	0	0	0	-0.60562788	0	0	0	0	0
Zfp180	0	0	0	-0.606504968	0	0	0	0	0
Nme1	0	0	0	-0.607713522	0	0	0	0	0
Mff	0	0	0	-0.607790035	0	0	0	0	0
Prkab1	0	0	0	-0.608089931	0	0	0	0	0
Tubb4b	0	0	0	-0.608141845	0	0	0	0	0
Crat	0	0	0	-0.60904137	0	0	0	0	0
Comtd1	0	0	0	-0.609437712	0	0	0	0	0
Fkbp8	0	0	0	-0.609757003	0	0	0	0	0
mt-Nd5	0	0	0	-0.609768517	0	0	0	0	0
Hspa4l	0	0	0	-0.610546214	0	0	0	0	0
Tbc1d22a	0	0	0	-0.610796467	0	0	0	0	0
Tst	0	0	0	-0.611271212	0	0	0	0	0
Ankrd54	0	0	0	-0.611837222	0	0	0	0	0
Ift20	0	0	0	-0.611891219	0	0	0	0	0
Mical3	0	0	0	-0.612353353	0	0	0	0	0
Ahsa1	0	0	0	-0.612639948	0	0	0	0	0
Sema4b	0	0	0	-0.612706363	0	0	0	0	0
Incenp	0	0	0	-0.614885711	0	0	0	0	0
Glb1	0	0	0	-0.615386582	0	0	0	0	0
Dedd	0	0	0	-0.615588714	0	0	0	0	0
Ap1s1	0	0	0	-0.615800614	0	0	0	0	0
Cenps	0	0	0	-0.615958854	0	0	0	0	0
Gm42688	0	0	0	-0.616260714	0	0	0	0	0
Xrcc1	0	0	0	-0.616358386	0	0	0	0	0
Mrpl34	0	0	0	-0.616494787	0	0	0	0	0
Dgcr6	0	0	0	-0.616661059	0	0	0	0	0
Bnip3l	0	0	0	-0.617457538	0	0	0	0	0
Uqcc1	0	0	0	-0.61773709	0	0	0	0	0
Ntan1	0	0	0	-0.617959796	0	0	0	0	0
Bdh1	0	0	0	-0.619096513	0	0	0	0	0
Uqcr11	0	0	0	-0.620174793	0	0	0	0	0
Gnpda2	0	0	0	-0.620508342	0	0	0	0	0
Sh3glb2	0	0	0	-0.620923887	0	0	0	0	0
Tonsl	0	0	0	-0.620967209	0	0	0	0	0
D730003I15Rik	0	0	0	-0.621014216	0	0	0	0	0
Tmem222	0	0	0	-0.621035541	0	0	0	0	0
Rassf7	0	0	0	-0.621051329	0	0	0	0	0
Pfkm	0	0	0	-0.621230596	0	0	0	0	0
Map2k2	0	0	0	-0.622432239	0	0	0	0	0
Hsph1	0	0	0	-0.622562398	0	0	0	0	0
Tulp3	0	0	0	-0.623253763	0	0	0	0	0
Gm20605	0	0	0	-0.625423369	0	0	0	0	0
Sdhaf2	0	0	0	-0.625664758	0	0	0	0	0
Tmem221	0	0	0	-0.626062678	0	0	0	0	0
Agpat4	0	0	0	-0.627332766	0	0	0	0	0
Oaz2	0	0	0	-0.627715263	0	0	0	0	0
Tacc3	0	0	0	-0.627888097	0	0	0	0	0
Ift22	0	0	0	-0.628542648	0	0	0	0	0
Mea1	0	0	0	-0.629006509	0	0	0	0	0
Aplf	0	0	0	-0.629008098	0	0	0	0	0
Agap3	0	0	0	-0.629377164	0	0	0	0	0
Cst7	0	0	0	-0.629740748	0	0	0	0	0
Polm	0	0	0	-0.630044383	0	0	0	0	0
Gclm	0	0	0	-0.630599743	0	0	0	0	0
Pam16	0	0	0	-0.631432525	0	0	0	0	0
E2f3	0	0	0	-0.632338255	0	0	0	0	0
Leng9	0	0	0	-0.632665306	0	0	0	0	0
Mrps11	0	0	0	-0.634092369	0	0	0	0	0
Psmg3	0	0	0	-0.635706857	0	0	0	0	0
Arl4a	0	0	0	-0.637057515	0	0	0	0	0
Tmem189	0	0	0	-0.637297765	0	0	0	0	0
Bet1l	0	0	0	-0.637401843	0	0	0	0	0
Dcaf4	0	0	0	-0.639260307	0	0	0	0	0
Nipsnap2	0	0	0	-0.639501417	0	0	0	0	0
Csrp2	0	0	0	-0.640369038	0	0	0	0	0
Akap12	0	0	0	-0.640547072	0	0	0	0	0
Acbd4	0	0	0	-0.641620978	0	0	0	0	0
Ppm1j	0	0	0	-0.641773021	0	0	0	0	0
Rps6kb2	0	0	0	-0.642928773	0	0	0	0	0
Bag1	0	0	0	-0.646051704	0	0	0	0	0
Pole3	0	0	0	-0.647526421	0	0	0	0	0
Haus7	0	0	0	-0.647871604	0	0	0	0	0
Gadd45gip1	0	0	0	-0.648051845	0	0	0	0	0
Ubl7	0	0	0	-0.648878443	0	0	0	0	0
Chaf1a	0	0	0	-0.64928381	0	0	0	0	0
A430093F15Rik	0	0	0	-0.650768297	0	0	0	0	0
Ube2t	0	0	0	-0.651107609	0	0	0	0	0
Fam234b	0	0	0	-0.652485901	0	0	0	0	0
Plgrkt	0	0	0	-0.652544803	0	0	0	0	0
Lrp8	0	0	0	-0.652624448	0	0	0	0	0
Ddit3	0	0	0	-0.653153817	0	0	0	0	0
Bcl7a	0	0	0	-0.653222048	0	0	0	0	0
Ehd1	0	0	0	-0.653769549	0	0	0	0	0
Ripk3	0	0	0	-0.655899858	0	0	0	0	0
Pias3	0	0	0	-0.657196142	0	0	0	0	0
Sh3glb1	0	0	0	-0.657724844	0	0	0	0	0
Ptdss2	0	0	0	-0.657848112	0	0	0	0	0
Gucd1	0	0	0	-0.658348321	0	0	0	0	0
Pld3	0	0	0	-0.658369136	0	0	0	0	0
Napa	0	0	0	-0.658826337	0	0	0	0	0
F2r	0	0	0	-0.658843476	0	0	0	0	0
Stx2	0	0	0	-0.659232978	0	0	0	0	0
Gm16580	0	0	0	-0.660446816	0	0	0	0	0
Acy1	0	0	0	-0.660540738	0	0	0	0	0
Ndufa13	0	0	0	-0.661193861	0	0	0	0	0
Tle2	0	0	0	-0.66169989	0	0	0	0	0
4833439L19Rik	0	0	0	-0.662403807	0	0	0	0	0
Cyb5r3	0	0	0	-0.663525082	0	0	0	0	0
Rit1	0	0	0	-0.663630795	0	0	0	0	0
Ccdc134	0	0	0	-0.664770729	0	0	0	0	0
Ift122	0	0	0	-0.665446506	0	0	0	0	0
Fopnl	0	0	0	-0.665733146	0	0	0	0	0
Cox6a1	0	0	0	-0.666072257	0	0	0	0	0
Aurka	0	0	0	-0.667425517	0	0	0	0	0
Knstrn	0	0	0	-0.668073748	0	0	0	0	0
